number,locationid,BEATid,ZONEid,dateid,crimeid_x,count_crime_type
153000873,5005,1,1,160,2,1
153000899,5516,1,1,160,2,1
153000965,5517,1,1,160,2,1
153001113,5518,24,3,160,1,1
153001194,5519,44,2,160,2,1
153001336,5520,26,4,160,8,1
153001395,5521,6,3,160,2,1
153001396,4968,29,6,160,2,1
153001421,1619,8,6,160,1,1
153001510,5522,1,1,160,2,1
153001564,39,25,4,160,3,1
153001573,5523,28,5,160,1,1
153001591,5524,29,6,160,2,1
153001631,1721,12,3,160,3,1
153001671,3780,62,2,160,2,1
153001711,5525,25,4,160,3,1
153001762,164,14,4,160,3,1
153001805,803,9,4,160,2,1
153001809,380,9,4,160,2,1
153001819,5526,42,2,160,3,1
153001825,5527,22,5,160,1,1
153001844,5528,38,5,160,3,1
153001880,3588,48,4,161,3,1
152990013,4988,3,3,161,7,1
152990101,5529,8,6,161,3,1
152990232,5530,2,2,161,5,1
152990293,5531,35,1,161,1,1
152990350,4208,1,1,161,1,1
152990450,5532,1,1,161,8,1
152990583,727,34,2,161,3,1
152990658,347,39,5,161,5,1
152990769,5533,35,1,161,2,1
152990773,5534,62,2,161,8,1
152990889,5535,1,1,161,2,1
152990939,3038,2,2,161,2,1
152991070,722,37,5,161,7,1
152991349,5536,13,6,161,2,1
152991416,5537,49,2,161,7,1
152991436,242,45,4,161,2,1
152991437,5538,45,4,161,2,1
152991468,2287,9,4,161,1,1
152991474,5539,36,2,161,2,1
152991539,5514,38,5,161,5,1
152991648,3695,37,5,161,3,1
152991656,565,48,4,161,2,1
152991657,1111,3,3,161,7,1
152991670,5540,9,4,161,2,1
152991675,5541,19,1,161,2,1
152991682,5542,24,3,161,7,1
152991744,5543,33,2,161,5,1
152991932,5544,9,4,161,2,1
152992075,5545,13,6,161,3,1
152992076,5546,45,4,161,2,1
152992123,5547,43,4,161,2,1
152992201,5548,1,1,161,7,1
152992225,2133,49,2,161,7,1
152992339,1652,12,3,161,3,1
152992407,3272,21,6,161,7,1
152992499,4550,3,3,161,2,1
152992551,2134,8,6,161,3,1
152992589,5549,9,4,161,2,1
152992725,5550,9,4,161,2,1
152992775,1875,49,2,161,2,1
152992808,5551,22,5,161,7,1
152992923,5511,29,6,161,2,1
152992931,5456,47,5,161,2,1
152992946,5552,48,4,161,3,1
152993042,5553,22,5,161,2,1
152993090,5554,11,3,161,2,1
152993091,5555,41,6,161,2,1
152993170,5556,28,5,161,5,1
152993238,5557,14,4,161,2,1
152993240,3111,40,4,161,4,1
152993244,5558,39,5,161,4,1
152972839,53,35,1,162,3,1
152980003,5559,29,6,162,1,1
152980054,5560,26,4,162,2,1
152980119,1143,29,6,162,2,1
152980152,5561,6,3,162,2,1
152980174,5562,17,1,162,5,1
152980206,4570,6,3,162,2,1
152980262,100,39,5,162,7,1
152980263,3291,26,4,162,2,1
152980274,5563,27,4,162,3,1
152980323,5564,14,4,162,2,1
152980324,5565,26,4,162,2,1
152980327,4067,14,4,162,1,1
152980359,2729,39,5,162,7,1
152980367,5566,3,3,162,4,1
152980392,5567,24,3,162,2,1
152980637,650,60,6,162,7,1
152980749,5568,10,2,162,6,1
152980790,5569,62,2,162,7,1
152980793,5570,6,3,162,2,1
152980847,184,25,4,162,2,1
152980947,5571,45,4,162,2,1
152981079,5572,41,6,162,4,1
152981098,5573,29,6,162,4,1
152981184,5574,53,5,162,7,1
152981188,1473,7,5,162,7,1
152981242,83,45,4,162,2,1
152981269,5575,50,3,162,2,1
152981316,5576,3,3,162,4,1
152981385,4600,22,5,162,2,1
152981437,1152,45,4,162,2,1
152981487,2734,38,5,162,5,1
152981490,5577,1,1,162,2,1
152981518,5578,63,5,162,4,1
152981525,5579,31,6,162,7,1
152981544,1172,37,5,162,3,1
152981558,5580,7,5,162,7,1
152981618,5581,45,4,162,2,1
152981654,4240,47,5,162,2,1
152981719,3731,9,4,162,2,1
152981733,5582,9,4,162,5,1
152981909,5583,44,2,162,3,1
152981923,3695,37,5,162,3,1
152981944,5584,3,3,162,4,1
152981949,605,25,4,162,3,1
152982046,2535,6,3,162,7,1
152982047,5585,32,3,162,4,1
152982123,5300,10,2,162,2,1
152982128,5586,24,3,162,1,1
152982190,5587,32,3,162,2,1
152982276,714,7,5,162,3,1
152982370,5588,7,5,162,5,1
152982415,41,29,6,162,3,1
152982583,5589,30,4,162,1,1
152982614,874,3,3,162,4,1
152982635,1374,30,4,162,5,1
152972622,5590,47,5,162,2,1
152972863,5591,6,3,162,2,1
152972930,5593,50,3,163,7,1
152973032,734,3,3,163,2,1
152973038,1105,15,5,163,7,1
152973069,5594,37,5,163,2,1
152972628,5595,37,5,163,2,1
152972650,5596,47,5,163,2,1
152972744,5597,35,1,163,5,1
152972756,506,9,4,163,4,1
152963580,5598,7,5,163,2,1
152970142,722,37,5,163,7,1
152970230,803,5,4,163,2,1
152970318,5599,37,5,163,2,1
152970458,811,3,3,163,2,1
152970536,4657,39,5,163,2,1
152970537,5600,54,3,163,4,1
152970545,722,37,5,163,7,1
152970575,5601,45,4,163,2,1
152970578,3757,33,2,163,4,1
152970631,5602,3,3,163,6,1
152970704,5603,9,4,163,5,1
152970744,5604,56,4,163,3,1
152970781,5605,29,6,163,8,1
152970902,5606,2,2,163,8,1
152970914,5607,37,5,163,3,1
152970934,1926,51,3,163,2,1
152971032,5608,26,4,163,2,1
152971053,5609,34,2,163,1,1
152971064,166,25,4,163,2,1
152971123,2993,54,3,163,1,1
152971144,3001,34,2,163,2,1
152971169,102,9,4,163,2,1
152971183,5610,13,6,163,1,1
152971208,1568,53,5,163,2,1
152971252,5611,36,2,163,1,1
152971260,3272,21,6,163,1,1
152971265,5612,18,3,163,3,1
152971272,5613,42,2,163,1,1
152971283,1042,14,4,163,5,1
152971294,5614,59,1,163,1,1
152971322,5615,26,4,163,2,1
152971420,5616,44,2,163,8,1
152971442,1597,10,2,163,5,1
152971473,37,26,4,163,2,1
152971521,381,25,4,163,2,1
152971524,5617,54,3,163,7,1
152971657,5618,64,3,163,3,1
152971686,5619,27,4,163,7,1
152971697,5620,11,3,163,2,1
152971720,1,1,1,163,2,1
152971729,5621,28,5,163,2,1
152971738,5622,6,3,163,1,1
152971766,1695,60,6,163,3,1
152971842,1074,25,4,163,1,1
152971855,1556,1,1,163,1,1
152971915,5623,10,2,163,2,1
152971956,5624,44,2,163,7,1
152971957,452,53,5,163,2,1
152971969,5625,52,5,163,2,1
152971997,1746,25,4,163,2,1
152972005,305,10,2,163,4,1
152972007,4174,63,5,163,5,1
152972074,18,15,5,163,7,1
152972081,1656,14,4,163,2,1
152972218,831,22,5,163,2,1
152972248,5626,37,5,163,5,1
152972284,287,25,4,163,3,1
152972392,100,39,5,163,7,1
152972408,1416,15,5,163,2,1
152972447,41,29,6,163,3,1
152972468,333,15,5,163,7,1
152972481,3599,47,5,163,2,1
152972499,5627,37,5,163,4,1
152972598,183,48,4,163,3,1
152972602,5628,4,1,163,1,1
152972608,5629,1,1,163,2,1
152972859,5630,47,5,163,2,1
152963246,5631,1,1,163,3,1
152960145,5632,52,5,164,7,1
152960146,5633,64,3,164,2,1
152960149,5634,26,4,164,2,1
152960200,4140,58,2,164,1,1
152960557,453,30,4,164,4,1
152960802,5635,19,1,164,2,1
152961404,4061,51,3,164,11,1
152961418,5528,38,5,164,3,1
152961454,4600,22,5,164,3,1
152961543,5636,53,5,164,2,1
152900493,89,43,4,164,8,1
152963276,333,15,5,164,7,1
152963591,2116,5,4,164,2,1
152963612,5637,13,6,164,1,1
152963615,5638,5,4,164,2,1
152963651,5639,9,4,164,2,1
152963362,996,25,4,164,1,1
152963382,1424,48,4,164,2,1
152963403,41,29,6,164,1,1
152963405,3553,35,1,164,3,1
152963406,1053,59,1,164,1,1
152963480,446,30,4,164,3,1
152963487,3509,33,2,164,3,1
152963507,5538,45,4,164,2,1
152963512,922,27,4,164,1,1
152963549,5640,14,4,164,2,1
152961660,5641,1,1,164,2,1
152961713,1327,45,4,164,2,1
152961731,1674,35,1,164,2,1
152961826,5642,14,4,164,1,1
152961887,4055,61,3,164,7,1
152961919,5643,68,6,164,3,1
152961968,922,27,4,164,2,1
152961999,5644,44,2,164,7,1
152962006,5645,34,2,164,3,1
152962039,5646,8,6,164,3,1
152962044,2750,1,1,164,11,1
152962047,1652,12,3,164,3,1
152962048,5647,32,3,164,3,1
152962051,5648,9,4,164,2,1
152962076,47,33,2,164,7,1
152962091,5649,66,1,164,2,1
152962098,714,7,5,164,3,1
152962171,18,15,5,164,1,1
152962360,4261,51,3,164,2,1
152962435,4621,24,3,164,2,1
152962456,5510,16,2,164,2,1
152962511,3987,12,3,164,7,1
152962600,278,11,3,164,2,1
152962623,162,49,2,164,4,1
152962708,1652,12,3,164,3,1
152962713,1926,51,3,164,7,1
152962771,895,41,6,164,2,1
152962877,5650,52,5,164,1,1
152962897,5651,3,3,164,1,1
152962997,5652,41,6,164,7,1
152963033,5653,25,4,164,4,1
152963038,5654,42,2,164,7,1
152963068,5655,32,3,164,2,1
152943000,97,42,2,165,1,1
152943070,5656,39,5,165,5,1
152952328,237,59,1,165,7,1
152952369,5657,1,1,165,3,1
152952398,5658,18,3,165,2,1
152952435,5637,13,6,165,2,1
152952451,4055,61,3,165,7,1
152952753,5659,58,2,165,7,1
152952790,156,52,5,165,7,1
152953015,749,13,6,165,4,1
152953036,5660,1,1,165,11,1
152953223,431,28,5,165,3,1
152953244,5507,39,5,165,3,1
152953292,100,39,5,165,2,1
152953296,1282,14,4,165,3,1
152953394,1460,13,6,165,2,1
152953430,5661,42,2,165,5,1
152953433,5662,43,4,165,2,1
152953528,804,28,5,165,7,1
152953556,5663,6,3,165,2,1
152953557,2841,43,4,165,2,1
152953593,5664,3,3,165,2,1
152953607,5665,10,2,165,2,1
152950024,65,9,4,165,2,1
152950200,5360,13,6,165,2,1
152950208,5666,2,2,165,2,1
152950290,5667,27,4,165,2,1
152950299,5664,3,3,165,2,1
152950306,535,6,3,165,4,1
152950470,5668,29,6,165,2,1
152950719,5669,19,1,165,5,1
152950741,5670,25,4,165,2,1
152950755,5671,13,6,165,2,1
152950766,5672,32,3,165,2,1
152950810,5673,30,4,165,2,1
152950853,5674,6,3,165,2,1
152951136,2686,39,5,165,2,1
152951163,5675,42,2,165,2,1
152951167,5676,42,2,165,2,1
152951249,5677,51,3,165,2,1
152951343,3844,6,3,165,3,1
152951389,3095,12,3,165,2,1
152951392,5297,30,4,165,2,1
152951452,1898,24,3,165,11,1
152951487,5678,45,4,165,3,1
152951526,5483,57,1,165,3,1
152951535,852,5,4,165,3,1
152951569,5679,2,2,165,2,1
152951602,5680,45,4,165,7,1
152951703,1568,7,5,165,5,1
152951961,2941,59,1,165,3,1
152951967,298,52,5,165,5,1
152952062,237,59,1,165,7,1
152952085,3695,37,5,165,3,1
152952131,156,52,5,165,7,1
152852230,807,9,4,165,3,1
152941808,5681,18,3,166,2,1
152941854,1109,10,2,166,2,1
152941857,5682,63,5,166,7,1
152941961,2514,5,4,166,10,1
152941969,5683,16,2,166,7,1
152942037,5684,43,4,166,2,1
152942122,5685,49,2,166,1,1
152942231,5686,27,4,166,1,1
152942346,100,39,5,166,7,1
152942367,287,25,4,166,2,1
152942495,1744,27,4,166,2,1
152942532,5687,47,5,166,7,1
152942552,1887,26,4,166,2,1
152942554,3697,9,4,166,2,1
152942561,5688,10,2,166,3,1
152942577,1746,25,4,166,2,1
152942581,5689,62,2,166,7,1
152942607,5538,45,4,166,2,1
152942653,4968,29,6,166,2,1
152942655,4538,5,4,166,3,1
152942686,2242,51,3,166,2,1
152942688,41,29,6,166,3,1
152942695,1111,3,3,166,3,1
152942716,5690,50,3,166,2,1
152942736,3330,9,4,166,2,1
152942792,5691,60,6,166,4,1
152942832,727,34,2,166,2,1
152942871,67,14,4,166,2,1
152942887,3543,37,5,166,2,1
152942914,5546,45,4,166,2,1
152942931,5692,45,4,166,2,1
152942996,380,5,4,166,2,1
152940008,1053,59,1,166,2,1
152940034,628,26,4,166,1,1
152940091,3835,14,4,166,2,1
152940223,5693,32,3,166,8,1
152940535,1673,63,5,166,1,1
152940841,437,3,3,166,7,1
152940852,5694,5,4,166,1,1
152940991,5695,61,3,166,3,1
152941010,5696,51,3,166,3,1
152941079,5697,36,2,166,2,1
152941080,5698,60,6,166,3,1
152941170,5699,16,2,166,2,1
152941177,5700,29,6,166,2,1
152941189,287,25,4,166,2,1
152941203,5701,1,1,166,2,1
152941225,620,59,1,166,3,1
152941296,5702,62,2,166,2,1
152941325,5703,54,3,166,7,1
152941338,5704,10,2,166,8,1
152941467,5705,9,4,166,2,1
152941469,5706,1,1,166,2,1
152941491,78,8,6,166,3,1
152941517,1652,12,3,166,3,1
152941662,616,48,4,166,2,1
152941674,5707,33,2,166,7,1
152941704,5708,47,5,166,1,1
152941722,97,42,2,166,7,1
152943084,5709,30,4,166,2,1
152943128,5710,33,2,166,1,1
152943034,5711,37,5,166,4,1
152943025,5712,16,2,166,2,1
152901678,403,45,4,166,3,1
152933000,4817,5,4,167,2,1
152933003,81,40,4,167,3,1
152933122,1164,14,4,167,2,1
152933154,5713,34,2,167,2,1
152933167,3887,11,3,167,2,1
152933230,53,35,1,167,2,1
152933236,5714,16,2,167,2,1
152933420,2533,49,2,167,7,1
152930135,164,14,4,167,3,1
152930226,1145,27,4,167,3,1
152930443,5715,46,1,167,2,1
152930467,852,5,4,167,8,1
152930691,4580,51,3,167,2,1
152930696,5716,18,3,167,1,1
152930741,102,9,4,167,2,1
152930755,804,28,5,167,2,1
152930789,5717,44,2,167,8,1
152930795,4294,16,2,167,8,1
152930821,2505,42,2,167,2,1
152930830,976,8,6,167,3,1
152930936,3404,28,5,167,1,1
152930977,399,14,4,167,5,1
152931016,5487,25,4,167,3,1
152931039,5718,7,5,167,7,1
152931050,5719,42,2,167,2,1
152931121,5720,48,4,167,2,1
152931161,5721,37,5,167,2,1
152931244,437,3,3,167,7,1
152931277,5722,5,4,167,11,1
152931279,5723,17,1,167,2,1
152931522,5724,50,3,167,3,1
152931547,887,58,2,167,3,1
152931588,60,30,4,167,3,1
152931657,5725,26,4,167,2,1
152931666,3106,49,2,167,1,1
152931735,5726,50,3,167,1,1
152931751,3695,37,5,167,3,1
152931752,5727,36,2,167,5,1
152931848,5728,34,2,167,7,1
152931881,5729,36,2,167,1,1
152932160,5730,17,1,167,5,1
152932238,2767,11,3,167,7,1
152932370,1652,12,3,167,3,1
152932429,5731,16,2,167,10,1
152932435,5732,64,3,167,2,1
152932746,1,1,1,167,1,1
152932757,4555,3,3,167,2,1
152932836,2134,8,6,167,3,1
152920054,3045,55,2,168,1,1
152920182,4820,52,5,168,5,1
152920366,5733,5,4,168,5,1
152920542,4562,16,2,168,8,1
152920633,5734,12,3,168,1,1
152920683,5735,29,6,168,2,1
152920686,5736,33,2,168,3,1
152920742,5737,20,5,168,1,1
152920932,5738,43,4,168,3,1
152920942,452,53,5,168,1,1
152920951,147,12,3,168,2,1
152920995,5739,13,6,168,1,1
152921061,5740,58,2,168,1,1
152921180,4600,22,5,168,3,1
152921184,620,59,1,168,2,1
152921228,5741,14,4,168,5,1
152921374,5742,14,4,168,1,1
152921385,1731,49,2,168,7,1
152921434,5743,22,5,168,2,1
152921447,5744,66,1,168,3,1
152921482,5745,50,3,168,1,1
152921688,5746,69,6,168,7,1
152921729,681,26,4,168,2,1
152921731,5747,35,1,168,7,1
152921764,5748,3,3,168,3,1
152921781,41,29,6,168,3,1
152921801,2122,15,5,168,5,1
152921816,5749,23,5,168,7,1
152921849,4774,37,5,168,1,1
152921858,78,8,6,168,3,1
152921946,5048,14,4,168,5,1
152921974,5750,23,5,168,2,1
152921976,5554,11,3,168,2,1
152922074,5751,8,6,168,11,1
152922118,1568,53,5,168,5,1
152922145,5752,19,1,168,2,1
152922308,5753,50,3,168,3,1
152922318,5754,16,2,168,2,1
152922514,4454,27,4,168,1,1
152922579,5755,49,2,168,7,1
152922582,4163,6,3,168,2,1
152922737,5756,32,3,168,2,1
152922854,1245,36,2,168,2,1
152922868,456,26,4,168,2,1
152922872,41,29,6,168,3,1
152922907,5757,65,2,168,7,1
152923071,5758,60,6,168,2,1
152923097,2809,6,3,168,2,1
152923128,5759,7,5,168,2,1
152923129,623,25,4,168,1,1
152923143,976,8,6,168,3,1
152660177,3875,16,2,168,3,1
152910040,5760,26,4,169,2,1
152910074,5761,33,2,169,5,1
152910135,5421,1,1,169,5,1
152910151,89,43,4,169,7,1
152910261,5762,3,3,169,2,1
152910322,5763,1,1,169,4,1
152910361,5764,18,3,169,7,1
152910410,5762,3,3,169,2,1
152910490,224,58,2,169,7,1
152910503,5765,36,2,169,5,1
152910525,5766,26,4,169,5,1
152910551,5767,32,3,169,2,1
152910656,5768,13,6,169,4,1
152910659,38,3,3,169,3,1
152910681,677,51,3,169,1,1
152910746,2183,27,4,169,2,1
152910749,3069,14,4,169,2,1
152910752,727,34,2,169,1,1
152910853,287,25,4,169,2,1
152910865,5769,44,2,169,5,1
152910883,5770,26,4,169,3,1
152910913,5771,55,2,169,8,1
152911014,5772,54,3,169,1,1
152911018,5773,50,3,169,2,1
152911038,5774,64,3,169,2,1
152911039,102,9,4,169,2,1
152911065,620,59,1,169,3,1
152911084,5775,6,3,169,1,1
152911094,5776,51,3,169,2,1
152911161,458,25,4,169,6,1
152911253,3058,10,2,169,4,1
152911266,380,5,4,169,1,1
152911290,1385,1,1,169,2,1
152911292,5777,36,2,169,2,1
152911369,3697,9,4,169,2,1
152911371,5778,10,2,169,7,1
152911414,456,26,4,169,3,1
152911416,3045,55,2,169,2,1
152911438,5779,19,1,169,2,1
152911552,5780,54,3,169,2,1
152911577,164,14,4,169,3,1
152911595,5781,9,4,169,2,1
152911619,5782,56,4,169,5,1
152911681,3391,3,3,169,2,1
152911758,5783,44,2,169,2,1
152911805,370,9,4,169,2,1
152911888,5784,51,3,169,2,1
152911902,5785,43,4,169,2,1
152912255,5786,32,3,169,2,1
152912376,5787,11,3,169,1,1
152912418,38,12,3,169,5,1
152912462,5788,42,2,169,7,1
152912581,217,42,2,169,7,1
152912618,5789,3,3,169,2,1
152912652,5790,64,3,169,1,1
152912666,5791,39,5,169,5,1
152912697,5363,26,4,169,4,1
152912745,182,45,4,169,4,1
152900018,5792,51,3,170,4,1
152900187,242,45,4,170,2,1
152900268,2315,39,5,170,2,1
152900354,2398,8,6,170,2,1
152900358,4536,26,4,170,2,1
152900439,5793,27,4,170,4,1
152900449,5511,29,6,170,2,1
152900585,1658,36,2,170,7,1
152901276,3695,37,5,170,3,1
152901326,83,45,4,170,2,1
152901350,1714,65,2,170,11,1
152901352,5794,42,2,170,2,1
152901377,5795,27,4,170,2,1
152901443,647,4,1,170,3,1
152901482,3330,9,4,170,2,1
152901485,420,30,4,170,1,1
152901501,1284,26,4,170,3,1
152901531,3487,2,2,170,2,1
152901534,3695,37,5,170,3,1
152901633,5796,42,2,170,2,1
152901659,5797,37,5,170,2,1
152901803,183,48,4,170,3,1
152901815,1568,53,5,170,5,1
152901831,5798,16,2,170,2,1
152901840,1424,48,4,170,2,1
152901885,5799,36,2,170,7,1
152901922,5800,49,2,170,2,1
152901924,5801,33,2,170,5,1
152901940,5802,1,1,170,7,1
152901941,4827,51,3,170,7,1
152902338,1708,59,1,170,7,1
152902450,2028,37,5,170,3,1
152902457,5803,3,3,170,3,1
152902814,3736,19,1,170,1,1
152903015,5804,37,5,170,5,1
152903105,5805,27,4,170,2,1
152903106,3008,14,4,170,3,1
152893210,5806,32,3,170,5,1
152893276,5807,9,4,171,4,1
152893308,5808,5,4,171,2,1
152893312,3505,27,4,171,3,1
152890061,5809,16,2,171,2,1
152890201,5810,39,5,171,3,1
152890232,118,27,4,171,2,1
152890534,5811,30,4,171,1,1
152890603,5812,49,2,171,1,1
152891194,448,60,6,171,2,1
152891274,5813,5,4,171,1,1
152891525,2162,33,2,171,7,1
152891591,5814,26,4,171,2,1
152891649,5815,34,2,171,2,1
152891771,97,42,2,171,7,1
152891826,183,48,4,171,3,1
152891949,2256,58,2,171,5,1
152892190,5816,37,5,171,1,1
152892206,5817,63,5,171,2,1
152892337,5818,58,2,171,2,1
152892653,1652,12,3,171,3,1
152892792,4055,8,6,171,2,1
152892870,100,39,5,171,7,1
152893082,4219,28,5,171,7,1
152893158,5304,1,1,171,3,1
152893186,2956,6,3,171,1,1
152893206,5819,20,5,171,4,1
152872322,5820,17,1,172,7,1
152880048,5821,44,2,172,2,1
152880078,3820,28,5,172,5,1
152880245,5297,30,4,172,2,1
152880550,5822,39,5,172,7,1
152880557,5823,1,1,172,2,1
152880575,494,44,2,172,5,1
152880589,5824,58,2,172,7,1
152880642,5825,2,2,172,1,1
152880800,5826,19,1,172,4,1
152881103,5827,14,4,172,2,1
152881205,1076,26,4,172,3,1
152881290,5828,60,6,172,1,1
152881515,3695,37,5,172,3,1
152881570,2579,23,5,172,2,1
152881661,5829,27,4,172,2,1
152881932,5830,54,3,172,2,1
152881947,5831,9,4,172,1,1
152881961,5549,9,4,172,2,1
152881987,78,8,6,172,3,1
152882018,5832,23,5,172,11,1
152882023,5833,6,3,172,3,1
152882061,5834,17,1,172,3,1
152882065,5835,30,4,172,2,1
152882094,41,29,6,172,3,1
152882095,2586,15,5,172,8,1
152882175,5836,2,2,172,1,1
152882265,5837,16,2,172,2,1
152882407,264,19,1,172,3,1
152882421,3201,48,4,172,4,1
152882511,816,9,4,172,2,1
152882771,3386,27,4,172,3,1
152882802,5838,52,5,172,7,1
152882931,100,39,5,172,7,1
152883026,5839,43,4,172,2,1
152883083,5840,45,4,172,4,1
152883301,4757,6,3,172,2,1
152883313,5637,13,6,172,2,1
152883370,5841,34,2,172,1,1
152883504,5842,16,2,172,2,1
152870048,5843,19,1,173,4,1
152870140,407,14,4,173,2,1
152870261,5844,13,6,173,5,1
152870295,4920,26,4,173,2,1
152870664,2734,38,5,173,5,1
152871057,5845,48,4,173,3,1
152871100,5846,7,5,173,5,1
152871116,185,45,4,173,8,1
152871152,448,60,6,173,2,1
152871163,451,55,2,173,2,1
152871173,955,8,6,173,8,1
152871198,5847,34,2,173,3,1
152871290,5848,10,2,173,7,1
152871419,2578,4,1,173,1,1
152871515,1933,47,5,173,7,1
152871519,5849,26,4,173,3,1
152871580,219,7,5,173,3,1
152871638,3695,37,5,173,3,1
152871676,414,25,4,173,1,1
152871716,4261,51,3,173,5,1
152871775,5623,10,2,173,2,1
152871846,3695,37,5,173,3,1
152871958,3206,55,2,173,5,1
152871976,593,10,2,173,1,1
152872049,5850,7,5,173,7,1
152872059,5851,47,5,173,3,1
152872077,1042,14,4,173,1,1
152872106,5852,14,4,173,2,1
152872112,5853,44,2,173,7,1
152872127,100,39,5,173,7,1
152872264,5854,33,2,173,3,1
152872390,5855,69,6,173,3,1
152872498,5856,45,4,173,1,1
152872534,60,30,4,173,2,1
152872590,5857,60,6,173,2,1
152872601,5858,35,1,173,3,1
152873019,620,59,1,173,3,1
152873052,2134,8,6,173,3,1
152873061,2686,39,5,173,3,1
152873111,5859,42,2,173,2,1
152873233,5860,16,2,173,1,1
152873238,5861,26,4,173,2,1
152873285,230,22,5,173,7,1
152873303,5604,30,4,173,3,1
152873437,154,40,4,173,2,1
152891303,1386,9,4,173,2,1
152823172,183,48,4,173,3,1
152852983,5862,49,2,174,8,1
152860030,755,33,2,174,1,1
152860077,5863,37,5,174,1,1
152860198,5864,43,4,174,2,1
152860214,1055,67,1,174,2,1
152860501,2941,59,1,174,8,1
152860502,5865,22,5,174,4,1
152860504,5866,26,4,174,2,1
152860544,5867,19,1,174,2,1
152860548,437,3,3,174,7,1
152860693,5868,24,3,174,4,1
152860696,4783,17,1,174,2,1
152860875,5869,39,5,174,8,1
152860933,5860,16,2,174,1,1
152860936,5870,19,1,174,2,1
152860953,2092,6,3,174,3,1
152861080,5871,36,2,174,2,1
152861118,5872,52,5,174,7,1
152861122,5873,38,5,174,7,1
152861137,5874,3,3,174,4,1
152861185,197,24,3,174,2,1
152861227,5875,2,2,174,3,1
152861295,5876,10,2,174,2,1
152861336,5877,32,3,174,1,1
152861444,3503,28,5,174,3,1
152861462,147,12,3,174,3,1
152861529,5878,18,3,174,3,1
152861554,5879,14,4,174,3,1
152861581,5880,47,5,174,4,1
152861620,3190,10,2,174,7,1
152861663,2478,1,1,174,2,1
152861686,2195,10,2,174,8,1
152861698,41,29,6,174,3,1
152861782,5881,19,1,174,3,1
152861850,2083,48,4,174,2,1
152861866,5882,2,2,174,2,1
152861869,5883,29,6,174,2,1
152861946,5884,8,6,174,1,1
152861990,5885,28,5,174,2,1
152862113,5886,10,2,174,1,1
152862423,5887,17,1,174,2,1
152862516,5888,43,4,174,4,1
152862961,1110,25,4,174,5,1
152863045,1950,39,5,174,7,1
152863292,5889,42,2,174,4,1
152863297,5369,1,1,174,5,1
152863418,4395,37,5,174,7,1
152852266,5890,14,4,175,2,1
152852290,5891,39,5,175,3,1
152852304,3947,4,1,175,3,1
