number,locationid,BEATid,ZONEid,dateid,crimeid_x,count_crime_type
142861292,5071,6,3,143,1,1
142861314,350,48,4,143,4,1
142861349,5066,34,2,143,7,1
142861356,53,35,1,143,3,1
142861359,1529,41,6,143,3,1
142861435,112,26,4,143,2,1
142861453,5072,11,3,143,2,1
142861469,724,3,3,143,2,1
142842826,1319,14,4,144,2,1
142850999,5073,22,5,144,1,1
142851086,659,60,6,144,7,1
142851091,5074,52,5,144,4,1
142851119,661,45,4,144,2,1
142851130,5075,58,2,144,4,1
142851132,5076,61,3,144,4,1
142851146,1848,55,2,144,5,1
142851160,5077,39,5,144,7,1
142851193,5078,28,5,144,1,1
142851254,5079,60,6,144,4,1
142851310,164,14,4,144,3,1
142851318,5080,1,1,144,5,1
142851319,1100,33,2,144,7,1
142851328,97,42,2,144,1,1
142851337,5081,11,3,144,2,1
142851382,1210,43,4,144,2,1
142851386,317,8,6,144,7,1
142851401,5082,40,4,144,1,1
142851405,3695,37,5,144,3,1
142851471,5083,33,2,144,3,1
142851487,5078,63,5,144,1,1
142851619,5084,37,5,144,7,1
142851662,5085,37,5,144,3,1
142851753,5086,35,1,144,7,1
142851819,147,12,3,144,3,1
142851824,4924,26,4,144,2,1
142851826,5087,53,5,144,7,1
142851848,5088,26,4,144,2,1
142851885,5089,3,3,144,1,1
142851920,5090,38,5,144,4,1
142851927,3695,37,5,144,3,1
142852024,4597,36,2,144,3,1
142852050,5091,37,5,144,2,1
142852103,5092,14,4,144,2,1
142852141,5093,25,4,144,5,1
142852330,5094,25,4,144,3,1
142852342,110,47,5,144,3,1
142852347,5095,27,4,144,1,1
142852437,5096,19,1,144,7,1
142852438,5097,41,6,144,2,1
142850110,578,8,6,144,7,1
142850125,5098,2,2,144,5,1
142850142,5099,2,2,144,8,1
142850223,4809,6,3,144,7,1
142850243,5100,10,2,144,2,1
142850302,5101,27,4,144,4,1
142850307,5102,40,4,144,4,1
142850370,5103,43,4,144,11,1
142850381,5104,36,2,144,7,1
142850627,30,5,4,144,2,1
142850673,240,26,4,144,2,1
142850690,5105,40,4,144,3,1
142850696,746,52,5,144,2,1
142850711,864,9,4,144,1,1
142850780,5106,9,4,144,2,1
142850855,4700,15,5,144,8,1
142850860,2941,59,1,144,2,1
142850868,3703,3,3,144,8,1
142850929,5107,39,5,144,3,1
142850989,5108,66,1,144,1,1
142840553,1153,8,6,144,3,1
142840675,2680,17,1,145,5,1
142840713,2675,37,5,145,4,1
142840750,735,8,6,145,2,1
142840807,5109,36,2,145,3,1
142840826,5110,64,3,145,1,1
142840859,109,44,2,145,1,1
142840946,5111,11,3,145,2,1
142840948,5112,35,1,145,1,1
142840990,5113,28,5,145,1,1
142841146,2765,47,5,145,1,1
142841223,5114,63,5,145,3,1
142841256,4907,1,1,145,3,1
142841257,5115,8,6,145,5,1
142841310,5116,69,6,145,2,1
142841331,1652,12,3,145,3,1
142841359,3925,24,3,145,2,1
142841470,5117,47,5,145,2,1
142841514,5118,23,5,145,2,1
142841544,5119,3,3,145,2,1
142841546,5120,42,2,145,7,1
142841588,4918,41,6,145,2,1
142841604,3493,10,2,145,3,1
142841681,5121,51,3,145,7,1
142841686,5122,33,2,145,4,1
142841741,5123,16,2,145,8,1
142842012,5124,63,5,145,1,1
142842019,1652,12,3,145,3,1
142842022,5125,48,4,145,2,1
142842135,5126,16,2,145,5,1
142842205,183,48,4,145,3,1
142842235,1154,14,4,145,3,1
142842304,41,29,6,145,3,1
142842318,5127,58,2,145,1,1
142842393,5128,29,6,145,2,1
142842408,5129,47,5,145,5,1
142842529,1540,43,4,145,2,1
142842605,1061,17,1,145,1,1
142842611,5130,9,4,145,1,1
142842633,5131,3,3,145,4,1
142840070,3601,44,2,145,7,1
142840150,5132,3,3,145,2,1
142840213,5133,61,3,145,2,1
142840305,183,48,4,145,2,1
142840324,5134,44,2,145,1,1
142840393,5135,30,4,145,4,1
142840512,5136,26,4,145,2,1
142840530,5137,40,4,145,2,1
142842827,5138,6,3,145,2,1
142842840,5139,6,3,145,2,1
142842992,5140,47,5,145,7,1
142843121,2142,15,5,145,5,1
142833275,4504,47,5,145,1,1
142833308,2004,14,4,146,2,1
142802809,5141,42,2,146,5,1
142830108,556,32,3,146,2,1
142830292,5142,22,5,146,10,1
142830317,5143,39,5,146,1,1
142830352,5144,15,5,146,4,1
142830357,5145,49,2,146,3,1
142830383,5146,39,5,146,2,1
142830387,4479,59,1,146,5,1
142830501,5147,42,2,146,5,1
142830610,5148,26,4,146,4,1
142830660,5149,6,3,146,2,1
142830704,5150,52,5,146,1,1
142830840,5151,32,3,146,7,1
142830893,2112,55,2,146,2,1
142830902,5152,11,3,146,3,1
142831008,5153,9,4,146,2,1
142831084,5154,29,6,146,1,1
142831208,4505,35,1,146,2,1
142831317,5155,29,6,146,3,1
142831342,2837,5,4,146,3,1
142831371,5156,52,5,146,1,1
142831394,5157,40,4,146,3,1
142831432,5158,6,3,146,2,1
142831581,5159,22,5,146,2,1
142831583,5160,52,5,146,7,1
142831666,5107,39,5,146,2,1
142831687,5161,47,5,146,7,1
142831699,5162,60,6,146,3,1
142831709,5163,24,3,146,5,1
142831737,5164,1,1,146,3,1
142831741,5165,47,5,146,2,1
142831748,3887,11,3,146,2,1
142831795,4639,45,4,146,3,1
142831846,2198,2,2,146,3,1
142831866,5166,22,5,146,3,1
142831872,5167,32,3,146,2,1
142831901,1,1,1,146,3,1
142831909,5168,6,3,146,2,1
142832060,3299,30,4,146,3,1
142832175,5169,43,4,146,2,1
142832185,741,27,4,146,2,1
142832238,381,25,4,146,4,1
142832424,747,9,4,146,3,1
142832425,5170,2,2,146,5,1
142832452,147,12,3,146,3,1
142832462,5171,35,1,146,3,1
142832562,147,12,3,146,3,1
142832612,2134,8,6,146,3,1
142832757,5172,11,3,146,4,1
142832776,5173,27,4,146,1,1
142832812,5174,48,4,146,2,1
142832904,147,12,3,146,3,1
142832939,2837,5,4,146,11,1
142833053,5175,6,3,146,2,1
142833130,3182,13,6,146,2,1
142833142,3260,44,2,146,4,1
142833167,4504,47,5,146,1,1
142820191,5176,51,3,147,2,1
142820224,1234,7,5,147,5,1
142820292,5177,35,1,147,1,1
142820327,2637,33,2,147,3,1
142820375,5178,38,5,147,3,1
142820408,5179,16,2,147,4,1
142820446,5180,11,3,147,7,1
142820480,931,37,5,147,2,1
142820497,5181,27,4,147,8,1
142820528,5182,15,5,147,2,1
142820582,5183,2,2,147,2,1
142820613,5184,36,2,147,2,1
142820678,5185,48,4,147,5,1
142820697,5186,28,5,147,2,1
142820755,2344,37,5,147,1,1
142820779,5187,48,4,147,2,1
142820866,5188,3,3,147,2,1
142820889,5189,23,5,147,1,1
142820940,5190,11,3,147,2,1
142820947,1714,65,2,147,3,1
142820992,5191,33,2,147,6,1
142821012,5192,11,3,147,2,1
142821079,5193,48,4,147,1,1
142821246,717,48,4,147,2,1
142821262,5194,7,5,147,3,1
142821357,5195,64,3,147,2,1
142821360,5196,2,2,147,1,1
142821475,5197,11,3,147,2,1
142821564,1659,8,6,147,2,1
142821764,539,60,6,147,8,1
142821785,5198,48,4,147,5,1
142821796,139,25,4,147,3,1
142821813,5199,50,3,147,2,1
142821901,5200,11,3,147,1,1
142822064,5201,6,3,147,3,1
142822079,53,35,1,147,3,1
142822095,5202,8,6,147,3,1
142822116,2837,5,4,147,3,1
142822189,4759,13,6,147,3,1
142822237,4809,6,3,147,3,1
142822331,5203,16,2,147,2,1
142822527,5204,45,4,147,5,1
142822537,5007,59,1,147,3,1
142822598,1,1,1,147,3,1
142822646,5205,11,3,147,2,1
142822708,5206,50,3,147,4,1
142822754,5207,36,2,147,2,1
142822794,5208,51,3,147,4,1
142822901,5209,51,3,147,2,1
142822981,3272,21,6,147,7,1
142823005,5210,6,3,147,3,1
142823164,1135,62,2,147,7,1
142823246,287,25,4,147,3,1
142812910,5211,16,2,147,5,1
142710055,3081,27,4,147,5,1
142812912,3742,12,3,148,5,1
142812918,1229,3,3,148,5,1
142813017,5212,3,3,148,5,1
142803269,5213,37,5,148,1,1
142810118,1125,30,4,148,4,1
142810216,375,60,6,148,2,1
142810579,3391,3,3,148,2,1
142810670,5214,16,2,148,2,1
142810719,5215,48,4,148,1,1
142810765,1708,59,1,148,7,1
142810854,5216,36,2,148,2,1
142810899,3695,37,5,148,3,1
142810997,5217,43,4,148,2,1
142811061,5218,51,3,148,2,1
142811066,5219,36,2,148,2,1
142811083,5220,45,4,148,2,1
142811135,5221,66,1,148,7,1
142811193,5222,34,2,148,7,1
142811201,5223,15,5,148,1,1
142811219,5224,32,3,148,7,1
142811383,1318,7,5,148,7,1
142811414,4154,25,4,148,2,1
142811558,78,8,6,148,3,1
142811672,5225,29,6,148,3,1
142811693,566,13,6,148,3,1
142811737,441,10,2,148,2,1
142811769,5226,54,3,148,5,1
142811810,1888,33,2,148,5,1
142811821,2160,7,5,148,3,1
142811831,5227,16,2,148,2,1
142811863,5228,7,5,148,7,1
142811884,5229,40,4,148,2,1
142811897,5230,3,3,148,2,1
142811933,5231,65,2,148,3,1
142811985,5232,68,6,148,2,1
142812034,5233,16,2,148,7,1
142812070,5234,42,2,148,2,1
142812087,3487,2,2,148,4,1
142812207,1695,60,6,148,3,1
142812246,5235,2,2,148,6,1
142812248,5236,14,4,148,1,1
142812337,5237,39,5,148,1,1
142812342,5142,22,5,148,7,1
142812373,5238,39,5,148,1,1
142812417,5239,23,5,148,2,1
142812504,5240,43,4,148,2,1
142812514,5241,15,5,148,2,1
142812603,5242,11,3,148,4,1
142812604,373,10,2,148,2,1
142812605,5243,33,2,148,5,1
142812608,5244,24,3,148,4,1
142812617,1116,21,6,148,3,1
142812682,4811,13,6,148,2,1
142812688,5245,51,3,148,2,1
142812692,5246,27,4,148,2,1
142812837,5247,13,6,148,2,1
142812893,5248,45,4,148,4,1
142802762,5249,47,5,149,3,1
142802829,2837,5,4,149,3,1
142802832,60,30,4,149,3,1
142802866,2143,9,4,149,2,1
142802883,5250,22,5,149,3,1
142802956,3904,30,4,149,2,1
142802984,5251,48,4,149,4,1
142803118,5252,3,3,149,2,1
142803189,5253,37,5,149,4,1
142803208,5254,37,5,149,7,1
142803259,5255,50,3,149,4,1
142761137,880,68,6,149,3,1
142793086,722,37,5,149,2,1
142800019,5256,45,4,149,2,1
142800032,2204,14,4,149,2,1
142800073,60,30,4,149,2,1
142800356,1730,6,3,149,8,1
142800490,5257,1,1,149,8,1
142800574,62,39,5,149,1,1
142800812,1771,43,4,149,1,1
142800998,5258,1,1,149,7,1
142801019,5259,1,1,149,3,1
142801028,5260,6,3,149,2,1
142801086,4809,6,3,149,1,1
142801136,5000,36,2,149,3,1
142801163,5261,2,2,149,8,1
142801226,722,37,5,149,2,1
142801280,5262,32,3,149,1,1
142801384,5263,17,1,149,7,1
142801406,5264,32,3,149,1,1
142801508,1105,15,5,149,1,1
142801595,374,19,1,149,7,1
142801612,1325,21,6,149,7,1
142801674,5058,40,4,149,3,1
142801749,980,3,3,149,2,1
142801754,5265,48,4,149,7,1
142801843,5266,37,5,149,3,1
142802037,47,33,2,149,7,1
142802100,5267,35,1,149,7,1
142802152,60,30,4,149,2,1
142802242,5251,48,4,149,3,1
142802639,5268,56,4,149,7,1
142802713,1556,1,1,149,1,1
142802754,5269,58,2,149,3,1
142802761,708,25,4,149,3,1
142742393,41,29,6,149,3,1
142790699,1867,44,2,150,1,1
142790729,108,49,2,150,2,1
142790749,5270,9,4,150,8,1
142790823,5271,44,2,150,3,1
142790919,4860,1,1,150,2,1
142791000,5272,55,2,150,11,1
142791013,3204,58,2,150,11,1
142791137,5273,52,5,150,1,1
142791156,747,9,4,150,2,1
142791269,1280,60,6,150,2,1
142791343,934,28,5,150,7,1
142791396,5274,39,5,150,2,1
142791410,5275,6,3,150,2,1
142791412,3695,37,5,150,3,1
142791430,5276,42,2,150,7,1
142791434,4569,26,4,150,3,1
142791611,811,3,3,150,5,1
142791772,5277,35,1,150,3,1
142791777,260,1,1,150,7,1
142791863,2828,47,5,150,5,1
142791865,1212,16,2,150,7,1
142791906,5278,22,5,150,3,1
142791920,5279,14,4,150,3,1
142791927,5280,22,5,150,7,1
142792001,3749,30,4,150,3,1
142792023,3493,10,2,150,2,1
142792069,3695,37,5,150,3,1
142792163,5281,56,4,150,4,1
142792196,5282,50,3,150,7,1
142792246,2435,45,4,150,1,1
142792269,5283,45,4,150,1,1
142792307,5284,19,1,150,3,1
142792356,1652,12,3,150,3,1
142792381,5285,35,1,150,7,1
142792425,5286,9,4,150,2,1
142792442,5287,9,4,150,5,1
142792450,3868,9,4,150,3,1
142792692,1460,13,6,150,2,1
142792698,4567,64,3,150,2,1
142792760,278,11,3,150,2,1
142792778,3695,37,5,150,3,1
142792796,1984,51,3,150,2,1
142792828,5288,26,4,150,2,1
142792865,5289,55,2,150,7,1
142792920,2098,14,4,150,5,1
142782468,5290,52,5,150,4,1
142782540,5291,26,4,151,2,1
142780051,5292,9,4,151,3,1
142780077,5293,45,4,151,5,1
142780087,5294,10,2,151,7,1
142780094,5007,59,1,151,5,1
142780162,5295,5,4,151,6,1
142780231,5296,16,2,151,4,1
142780301,5297,30,4,151,2,1
142780314,5298,62,2,151,5,1
142780317,4543,37,5,151,2,1
142780350,5299,3,3,151,1,1
142780451,5300,10,2,151,4,1
142780469,3481,27,4,151,3,1
142780565,2601,28,5,151,2,1
142780683,1509,26,4,151,4,1
142780725,5301,39,5,151,5,1
142780943,3731,9,4,151,2,1
142780998,5302,8,6,151,7,1
142781015,5303,10,2,151,4,1
142781018,5304,1,1,151,3,1
142781107,4918,41,6,151,3,1
142781145,2566,62,2,151,7,1
142781268,101,33,2,151,2,1
142781326,3024,8,6,151,7,1
142781477,5305,51,3,151,1,1
142781501,5306,3,3,151,2,1
142781529,776,60,6,151,3,1
142781544,3967,1,1,151,7,1
142781689,5307,6,3,151,2,1
142781719,4652,37,5,151,7,1
142781815,345,3,3,151,2,1
142781932,41,29,6,151,11,1
142782028,2421,27,4,151,2,1
142782029,2446,40,4,151,2,1
142782063,3396,8,6,151,5,1
142782136,1695,60,6,151,3,1
142782185,620,59,1,151,1,1
142782217,2031,9,4,151,1,1
142782300,5308,51,3,151,3,1
142782372,3850,10,2,151,2,1
142782392,5309,16,2,151,8,1
142770093,4659,37,5,152,5,1
142770113,5310,9,4,152,5,1
142770164,5311,17,1,152,2,1
142770181,4543,37,5,152,2,1
142770231,3402,48,4,152,4,1
142770296,2900,3,3,152,2,1
142770362,5312,62,2,152,7,1
142770375,5313,14,4,152,2,1
142770377,5314,26,4,152,2,1
142770422,5315,5,4,152,2,1
142770439,5316,45,4,152,2,1
142770482,5317,10,2,152,2,1
142770609,418,9,4,152,2,1
142770848,3077,27,4,152,2,1
142770893,4993,9,4,152,2,1
142770913,5318,36,2,152,2,1
142770992,1164,14,4,152,2,1
142771134,5319,34,2,152,7,1
142771195,2090,1,1,152,1,1
142771289,1714,65,2,152,3,1
142771352,3204,58,2,152,3,1
142771406,5320,14,4,152,3,1
142771483,5321,6,3,152,1,1
142771512,5041,20,5,152,2,1
142771514,5322,9,4,152,2,1
142771538,5323,54,3,152,2,1
142771572,5324,54,3,152,3,1
142771605,252,45,4,152,2,1
142771753,3731,9,4,152,2,1
142771901,1714,65,2,152,3,1
142772065,5325,44,2,152,2,1
142772107,5326,30,4,152,2,1
142772202,5327,64,3,152,2,1
142772245,5328,36,2,152,7,1
142772323,5329,37,5,152,2,1
142772351,1695,60,6,152,3,1
142772359,381,25,4,152,2,1
142772412,5330,28,5,152,10,1
142772457,1695,60,6,152,3,1
142772694,5331,18,3,152,2,1
142772718,5332,32,3,152,7,1
142772734,5333,10,2,152,5,1
142772797,5334,47,5,152,7,1
142772868,5335,14,4,152,2,1
142772912,3731,9,4,152,2,1
142763221,1343,34,2,152,2,1
142763310,4064,6,3,153,1,1
142763342,280,27,4,153,2,1
142762899,1561,6,3,153,4,1
142762994,3695,37,5,153,3,1
142763167,5336,1,1,153,7,1
142763217,1183,8,6,153,7,1
142753200,717,48,4,153,3,1
142761178,5337,48,4,153,2,1
142761198,618,62,2,153,7,1
142761264,5338,26,4,153,2,1
142761281,3695,37,5,153,3,1
142761320,5339,34,2,153,7,1
142761326,1135,62,2,153,7,1
142761354,5340,11,3,153,3,1
142761389,5341,47,5,153,7,1
142761396,53,35,1,153,3,1
142761495,147,12,3,153,3,1
142761591,5342,2,2,153,2,1
142761595,578,8,6,153,7,1
142761617,5343,10,2,153,5,1
142761630,4975,51,3,153,1,1
142761638,1076,26,4,153,2,1
142761833,621,33,2,153,3,1
142761887,5344,41,6,153,3,1
142761952,5345,45,4,153,4,1
142762000,852,5,4,153,3,1
142762013,3237,13,6,153,10,1
142762125,5346,52,5,153,1,1
142762141,2674,3,3,153,2,1
142762174,237,59,1,153,3,1
142762202,363,3,3,153,7,1
142762240,5347,21,6,153,2,1
142762343,142,6,3,153,3,1
142762351,5348,64,3,153,3,1
142762452,142,6,3,153,3,1
142762467,5349,36,2,153,7,1
142762528,39,25,4,153,3,1
142762579,41,29,6,153,3,1
142762671,5350,24,3,153,5,1
142762804,1814,46,1,153,3,1
142762830,112,26,4,153,2,1
142762839,4570,6,3,153,2,1
142760104,5351,9,4,153,2,1
142760242,5352,40,4,153,2,1
142760387,217,42,2,153,4,1
142760438,5353,33,2,153,1,1
142760581,328,40,4,153,2,1
142760672,5354,34,2,153,4,1
142760862,5355,16,2,153,2,1
142760956,5356,27,4,153,2,1
142761022,5357,55,2,153,3,1
142761032,1945,9,4,153,2,1
142750033,5358,1,1,154,4,1
142750077,5359,27,4,154,1,1
142750327,2052,40,4,154,1,1
142750343,5360,13,6,154,2,1
142750359,5361,40,4,154,2,1
142750640,3272,21,6,154,1,1
142750644,1984,51,3,154,2,1
142750805,5362,21,6,154,2,1
142750935,892,26,4,154,2,1
142751472,5363,26,4,154,1,1
142751526,1529,41,6,154,3,1
142751672,5364,10,2,154,7,1
142751713,709,6,3,154,3,1
142751777,5365,49,2,154,4,1
142751789,5366,22,5,154,1,1
142751790,5066,34,2,154,7,1
142751926,276,27,4,154,3,1
142751940,618,62,2,154,3,1
142751990,1353,10,2,154,5,1
142752016,143,55,2,154,2,1
142752047,858,61,3,154,2,1
142752099,5367,60,6,154,2,1
142752135,5368,43,4,154,3,1
142752260,3754,29,6,154,2,1
142752487,5369,1,1,154,3,1
142752508,5370,27,4,154,7,1
142752517,341,34,2,154,5,1
142752654,5371,41,6,154,7,1
142752670,803,5,4,154,2,1
142752750,41,29,6,154,3,1
142752757,5372,34,2,154,4,1
142752779,5373,34,2,154,7,1
142752819,5374,12,3,154,3,1
142752843,1135,62,2,154,7,1
142752913,659,60,6,154,2,1
142752949,708,25,4,154,2,1
142752959,5375,7,5,154,1,1
142753009,5376,15,5,154,5,1
142753075,5377,6,3,154,2,1
142753125,5362,21,6,154,2,1
142753148,3695,37,5,154,3,1
142753174,5378,36,2,154,7,1
142753196,3131,3,3,154,2,1
142753199,1984,51,3,154,8,1
142753236,5379,42,2,154,2,1
142753248,5380,6,3,154,2,1
142753375,5381,12,3,154,2,1
142753435,1183,8,6,154,7,1
142753466,5382,3,3,154,1,1
142743254,3898,47,5,154,7,1
142742492,5383,18,3,155,1,1
142742549,5384,25,4,155,5,1
142742609,5385,36,2,155,7,1
142742645,812,26,4,155,2,1
142742650,2190,6,3,155,1,1
142742722,41,29,6,155,3,1
142742730,5386,10,2,155,2,1
142742748,196,4,1,155,4,1
142742762,40,1,1,155,3,1
142742773,5387,36,2,155,7,1
142742806,47,33,2,155,2,1
142742872,1578,55,2,155,7,1
142742926,40,1,1,155,3,1
142742972,5229,40,4,155,4,1
142743197,3861,27,4,155,2,1
142743211,1708,59,1,155,7,1
142740218,5388,1,1,155,2,1
142740219,5389,26,4,155,1,1
142740251,333,15,5,155,4,1
142740329,3047,63,5,155,4,1
142740395,5390,24,3,155,1,1
142740492,5391,19,1,155,7,1
142740614,237,59,1,155,1,1
142740836,4166,16,2,155,3,1
142740933,5392,19,1,155,5,1
142740946,473,4,1,155,3,1
142740961,5393,4,1,155,7,1
142741059,5394,12,3,155,3,1
142741065,5395,23,5,155,5,1
142741085,5396,14,4,155,3,1
142741143,5397,36,2,155,7,1
142741321,5398,9,4,155,3,1
142741349,917,47,5,155,7,1
142741385,2535,6,3,155,2,1
142741628,5399,34,2,155,7,1
142741645,5400,15,5,155,7,1
142741656,1714,65,2,155,3,1
142741657,5401,23,5,155,8,1
142741768,3695,37,5,155,3,1
142741954,5402,4,1,155,7,1
142741981,142,6,3,155,3,1
142742212,1568,53,5,155,1,1
142742270,5403,37,5,155,7,1
142742296,5404,33,2,155,7,1
142740170,2508,25,4,155,3,1
142740212,5405,1,1,155,4,1
153040125,1934,3,3,156,4,1
153040356,4702,48,4,156,2,1
153040596,5406,37,5,156,2,1
153040622,607,40,4,156,2,1
153040720,5075,58,2,156,11,1
153040750,5407,1,1,156,2,1
153040756,509,27,4,156,1,1
153041024,5408,19,1,156,2,1
153041081,5255,50,3,156,2,1
153041106,1224,34,2,156,3,1
153041118,5409,61,3,156,2,1
153041172,4572,27,4,156,2,1
153041188,5410,11,3,156,2,1
153041226,5411,39,5,156,2,1
153041365,5412,15,5,156,4,1
153041465,5413,47,5,156,7,1
153041517,185,45,4,156,1,1
153041533,1652,12,3,156,3,1
153041605,5414,51,3,156,7,1
153041649,2931,6,3,156,2,1
153041711,5415,14,4,156,2,1
153041717,217,42,2,156,5,1
153041788,5416,43,4,156,3,1
153041914,2134,8,6,156,3,1
153041959,5417,10,2,156,4,1
153041973,5418,32,3,156,7,1
153042206,5419,37,5,156,4,1
153042247,223,58,2,156,3,1
153042533,5420,44,2,156,7,1
153042652,5421,1,1,156,1,1
153042734,5422,63,5,156,7,1
153042745,3503,28,5,156,7,1
153042748,5423,51,3,156,4,1
153042754,1424,48,4,156,2,1
153042807,5424,46,1,156,2,1
153042895,5425,24,3,156,1,1
153042952,852,5,4,156,3,1
153043042,5426,19,1,156,7,1
153030182,2208,9,4,157,2,1
153030186,5427,24,3,157,3,1
153030450,5428,37,5,157,2,1
153030490,3488,41,6,157,2,1
153030526,3218,27,4,157,2,1
153030828,5429,42,2,157,1,1
153030871,5430,24,3,157,2,1
153030925,5431,59,1,157,1,1
153031085,5432,52,5,157,3,1
153031324,3166,27,4,157,2,1
153031325,5433,6,3,157,3,1
153031356,5434,39,5,157,8,1
153031452,5435,36,2,157,5,1
153031496,41,29,6,157,3,1
153031547,3939,22,5,157,1,1
153031598,5436,10,2,157,3,1
153031676,5437,18,3,157,7,1
153031693,5438,32,3,157,3,1
153031736,1153,8,6,157,3,1
153031746,5439,52,5,157,2,1
153031770,41,29,6,157,3,1
153031807,5440,11,3,157,2,1
153031921,5441,21,6,157,7,1
153031923,5431,59,1,157,3,1
153031931,5442,7,5,157,1,1
153032031,83,45,4,157,2,1
153032071,5443,47,5,157,7,1
153032092,5444,28,5,157,7,1
153032122,5445,25,4,157,4,1
153032162,5446,54,3,157,3,1
153032177,5447,37,5,157,2,1
153032280,78,8,6,157,3,1
153032344,5448,21,6,157,7,1
153032453,5449,45,4,157,2,1
153032488,5450,59,1,157,7,1
153032536,3993,53,5,157,8,1
153032642,5451,48,4,157,2,1
153032702,5452,33,2,157,7,1
153032736,5453,47,5,157,2,1
153032749,5454,15,5,157,4,1
153032827,5455,5,4,157,3,1
153032995,5456,47,5,157,2,1
153032996,5457,1,1,157,2,1
153033032,5458,49,2,157,1,1
153033264,931,37,5,157,7,1
153033399,81,40,4,157,5,1
153022532,3973,5,4,157,3,1
153022738,5459,27,4,158,1,1
153022891,5460,61,3,158,2,1
153022958,2449,9,4,158,3,1
153022992,5461,29,6,158,3,1
153023008,5462,36,2,158,2,1
153023159,318,6,3,158,3,1
153023160,2765,47,5,158,7,1
153023299,100,39,5,158,7,1
153023364,5463,39,5,158,2,1
153023492,5464,41,6,158,1,1
153023586,648,40,4,158,4,1
153020040,1516,60,6,158,4,1
153020071,922,27,4,158,1,1
153020148,858,3,3,158,2,1
153020238,5465,13,6,158,4,1
153020379,5466,47,5,158,2,1
153020406,5467,2,2,158,4,1
153020728,5468,46,1,158,2,1
153020733,5469,30,4,158,2,1
153020822,1950,39,5,158,1,1
153021011,5270,9,4,158,8,1
153021202,223,58,2,158,4,1
153021221,5470,54,3,158,3,1
153021264,5471,19,1,158,2,1
153021300,1327,45,4,158,2,1
153021321,745,19,1,158,3,1
153021393,5472,2,2,158,1,1
153021422,41,29,6,158,3,1
153021488,5473,26,4,158,5,1
153021577,5474,12,3,158,2,1
153021587,2483,39,5,158,7,1
153021616,156,28,5,158,1,1
153021680,4417,9,4,158,2,1
153021682,5475,3,3,158,4,1
153022047,593,10,2,158,1,1
153022085,5476,1,1,158,2,1
153022093,1652,12,3,158,1,1
153022099,4843,6,3,158,2,1
153022178,5459,27,4,158,2,1
153022222,2435,9,4,158,2,1
153022264,5477,8,6,158,3,1
153022271,5478,13,6,158,8,1
153022440,242,45,4,158,2,1
153022508,5479,35,1,158,2,1
153022524,620,59,1,158,3,1
153011738,5480,32,3,158,7,1
153011606,253,33,2,159,2,1
153011691,5481,26,4,159,2,1
153011703,164,14,4,159,3,1
153011905,83,45,4,159,2,1
153011963,1424,48,4,159,2,1
153011983,3330,9,4,159,2,1
153012010,5482,15,5,159,3,1
153012054,3612,27,4,159,3,1
153012246,5483,57,1,159,2,1
153012256,5484,45,4,159,7,1
153012269,5485,60,6,159,3,1
153012460,5486,7,5,159,7,1
153012510,4122,32,3,159,5,1
153012533,1166,61,3,159,1,1
153012636,5487,25,4,159,2,1
153012661,4261,51,3,159,2,1
153012773,1421,3,3,159,2,1
153012862,5488,37,5,159,2,1
153012870,4380,8,6,159,3,1
153012901,5489,51,3,159,7,1
153013109,5490,10,2,159,5,1
153013154,2134,8,6,159,3,1
153013162,1514,17,1,159,5,1
153013203,3904,30,4,159,2,1
153013284,65,9,4,159,2,1
153013300,5491,26,4,159,2,1
153013301,2090,1,1,159,3,1
153010084,62,39,5,159,2,1
153010619,98,3,3,159,7,1
153011008,1327,45,4,159,2,1
153011116,5492,38,5,159,1,1
153011187,5493,35,1,159,3,1
153011227,5494,39,5,159,2,1
153011318,5495,34,2,159,7,1
153011462,68,18,3,159,3,1
153011469,5496,8,6,159,2,1
153011482,5497,23,5,159,7,1
153011500,5498,64,3,159,11,1
153011531,5499,2,2,159,1,1
153013490,5500,53,5,159,5,1
153013498,4651,10,2,159,2,1
153013420,5501,36,2,159,2,1
153013433,5270,9,4,159,2,1
153013438,803,5,4,159,2,1
152992345,2134,8,6,160,3,1
153001952,5502,48,4,160,2,1
153001965,1622,27,4,160,3,1
153001974,5503,11,3,160,2,1
153001987,78,8,6,160,3,1
153002066,5033,64,3,160,2,1
153002149,3697,9,4,160,2,1
153002290,266,29,6,160,2,1
153002412,166,25,4,160,2,1
153002418,5504,3,3,160,2,1
153002443,1026,26,4,160,1,1
153002692,5505,16,2,160,7,1
153002742,5506,32,3,160,2,1
153002813,380,5,4,160,2,1
153002815,5507,39,5,160,3,1
153002851,3469,20,5,160,1,1
153002854,5508,12,3,160,7,1
153002927,787,64,3,160,2,1
153002929,5509,51,3,160,7,1
153002934,2330,2,2,160,1,1
153003152,5510,16,2,160,3,1
153003170,5511,29,6,160,2,1
153003236,1460,13,6,160,2,1
153003247,725,24,3,160,2,1
153003342,5512,6,3,160,1,1
153003452,5513,14,4,160,2,1
153003546,3272,21,6,160,2,1
152992257,2134,8,6,160,3,1
152963356,1416,15,5,160,2,1
153000181,5514,38,5,160,7,1
153000186,1765,45,4,160,2,1
153000668,5515,45,4,160,8,1
153000693,4219,28,5,160,2,1
153000797,4993,9,4,160,2,1
153000803,5336,1,1,160,1,1
